--- SIMPLEX EMULATOR MEMORY DUMP ---
Address    Hex Value  (Decimal)
[109F]    00000000   (0)
[10A0]    00000000   (0)
[10A1]    00000000   (0)
[10A2]    00000000   (0)
[10A3]    00000000   (0)
[10A4]    00000000   (0)
[10A5]    00000000   (0)
[10A6]    00000000   (0)
[10A7]    00000000   (0)
[10A8]    00000000   (0)
[10A9]    00000000   (0)
[10AA]    00000000   (0)
[10AB]    00000000   (0)
[10AC]    00000000   (0)
[10AD]    00000000   (0)
[10AE]    00000000   (0)
[10AF]    00000000   (0)
[10B0]    00000000   (0)
[10B1]    00000000   (0)
[10B2]    00000000   (0)
[10B3]    00000000   (0)
[10B4]    00000000   (0)
[10B5]    00000000   (0)
[10B6]    00000000   (0)
[10B7]    00000000   (0)
[10B8]    00000000   (0)
[10B9]    00000000   (0)
[10BA]    00000000   (0)
[10BB]    00000000   (0)
[10BC]    00000000   (0)
[10BD]    00000000   (0)
[10BE]    00000000   (0)
[10BF]    00000000   (0)
[10C0]    00000000   (0)
[10C1]    00000000   (0)
[10C2]    00000000   (0)
[10C3]    00000000   (0)
[10C4]    00000000   (0)
[10C5]    00000000   (0)
[10C6]    00000000   (0)
[10C7]    00000000   (0)
[10C8]    00000000   (0)
[10C9]    00000000   (0)
[10CA]    00000000   (0)
[10CB]    00000000   (0)
[10CC]    00000000   (0)
[10CD]    00000000   (0)
[10CE]    00000000   (0)
[10CF]    00000000   (0)
[10D0]    00000000   (0)
[10D1]    00000000   (0)
[10D2]    00000000   (0)
[10D3]    00000000   (0)
[10D4]    00000000   (0)
[10D5]    00000000   (0)
[10D6]    00000000   (0)
[10D7]    00000000   (0)
[10D8]    00000000   (0)
[10D9]    00000000   (0)
[10DA]    00000000   (0)
[10DB]    00000000   (0)
[10DC]    00000000   (0)
[10DD]    00000000   (0)
[10DE]    00000000   (0)
[10DF]    00000000   (0)
[10E0]    00000000   (0)
[10E1]    00000000   (0)
[10E2]    00000000   (0)
[10E3]    00000000   (0)
[10E4]    00000000   (0)
[10E5]    00000000   (0)
[10E6]    00000000   (0)
[10E7]    00000000   (0)
[10E8]    00000000   (0)
[10E9]    00000000   (0)
[10EA]    00000000   (0)
[10EB]    00000000   (0)
[10EC]    00000000   (0)
[10ED]    00000000   (0)
[10EE]    00000000   (0)
[10EF]    00000000   (0)
[10F0]    00000000   (0)
[10F1]    00000000   (0)
[10F2]    00000000   (0)
[10F3]    00000000   (0)
[10F4]    00000000   (0)
[10F5]    00000000   (0)
[10F6]    00000000   (0)
[10F7]    00000000   (0)
[10F8]    00000000   (0)
[10F9]    00000000   (0)
[10FA]    00000000   (0)
[10FB]    00000000   (0)
[10FC]    00000000   (0)
[10FD]    00000000   (0)
[10FE]    00000000   (0)
[10FF]    00000000   (0)
[1100]    00000000   (0)
[1101]    00000000   (0)
[1102]    00000000   (0)
[1103]    00000000   (0)
[1104]    00000000   (0)
[1105]    00000000   (0)
[1106]    00000000   (0)
[1107]    00000000   (0)
[1108]    00000000   (0)
[1109]    00000000   (0)
[110A]    00000000   (0)
[110B]    00000000   (0)
[110C]    00000000   (0)
[110D]    00000000   (0)
[110E]    00000000   (0)
[110F]    00000000   (0)
[1110]    00000000   (0)
[1111]    00000000   (0)
[1112]    00000000   (0)
[1113]    00000000   (0)
[1114]    00000000   (0)
[1115]    00000000   (0)
[1116]    00000000   (0)
[1117]    00000000   (0)
[1118]    00000000   (0)
[1119]    00000000   (0)
[111A]    00000000   (0)
[111B]    00000000   (0)
[111C]    00000000   (0)
[111D]    00000000   (0)
[111E]    00000000   (0)
[111F]    00000000   (0)
[1120]    00000000   (0)
[1121]    00000000   (0)
[1122]    00000000   (0)
[1123]    00000000   (0)
[1124]    00000000   (0)
[1125]    00000000   (0)
[1126]    00000000   (0)
[1127]    00000000   (0)
[1128]    00000000   (0)
[1129]    00000000   (0)
[112A]    00000000   (0)
[112B]    00000000   (0)
[112C]    00000000   (0)
[112D]    00000000   (0)
[112E]    00000000   (0)
[112F]    00000000   (0)
[1130]    00000000   (0)
[1131]    00000000   (0)
[1132]    00000000   (0)
[1133]    00000000   (0)
[1134]    00000000   (0)
[1135]    00000000   (0)
[1136]    00000000   (0)
[1137]    00000000   (0)
[1138]    00000000   (0)
[1139]    00000000   (0)
[113A]    00000000   (0)
[113B]    00000000   (0)
[113C]    00000000   (0)
[113D]    00000000   (0)
[113E]    00000000   (0)
[113F]    00000000   (0)
[1140]    00000000   (0)
[1141]    00000000   (0)
[1142]    00000000   (0)
[1143]    00000000   (0)
[1144]    00000000   (0)
[1145]    00000000   (0)
[1146]    00000000   (0)
[1147]    00000000   (0)
[1148]    00000000   (0)
[1149]    00000000   (0)
[114A]    00000000   (0)
[114B]    00000000   (0)
[114C]    00000000   (0)
[114D]    00000000   (0)
[114E]    00000000   (0)
[114F]    00000000   (0)
[1150]    00000000   (0)
[1151]    00000000   (0)
[1152]    00000000   (0)
[1153]    00000000   (0)
[1154]    00000000   (0)
[1155]    00000000   (0)
[1156]    00000000   (0)
[1157]    00000000   (0)
[1158]    00000000   (0)
[1159]    00000000   (0)
[115A]    00000000   (0)
[115B]    00000000   (0)
[115C]    00000000   (0)
[115D]    00000000   (0)
[115E]    00000000   (0)
[115F]    00000000   (0)
[1160]    00000000   (0)
[1161]    00000000   (0)
[1162]    00000000   (0)
[1163]    00000000   (0)
[1164]    00000000   (0)
[1165]    00000000   (0)
[1166]    00000000   (0)
[1167]    00000000   (0)
[1168]    00000000   (0)
[1169]    00000000   (0)
[116A]    00000000   (0)
[116B]    00000000   (0)
[116C]    00000000   (0)
[116D]    00000000   (0)
[116E]    00000000   (0)
[116F]    00000000   (0)
[1170]    00000000   (0)
[1171]    00000000   (0)
[1172]    00000000   (0)
[1173]    00000000   (0)
[1174]    00000000   (0)
[1175]    00000000   (0)
[1176]    00000000   (0)
[1177]    00000000   (0)
[1178]    00000000   (0)
[1179]    00000000   (0)
[117A]    00000000   (0)
[117B]    00000000   (0)
[117C]    00000000   (0)
[117D]    00000000   (0)
[117E]    00000000   (0)
[117F]    00000000   (0)
[1180]    00000000   (0)
[1181]    00000000   (0)
[1182]    00000000   (0)
[1183]    00000000   (0)
[1184]    00000000   (0)
[1185]    00000000   (0)
[1186]    00000000   (0)
[1187]    00000000   (0)
[1188]    00000000   (0)
[1189]    00000000   (0)
[118A]    00000000   (0)
[118B]    00000000   (0)
[118C]    00000000   (0)
[118D]    00000000   (0)
[118E]    00000000   (0)
[118F]    00000000   (0)
[1190]    00000000   (0)
[1191]    00000000   (0)
[1192]    00000000   (0)
[1193]    00000000   (0)
[1194]    00000000   (0)
[1195]    00000000   (0)
[1196]    00000000   (0)
[1197]    00000000   (0)
[1198]    00000000   (0)
[1199]    00000000   (0)
[119A]    00000000   (0)
[119B]    00000000   (0)
[119C]    00000000   (0)
[119D]    00000000   (0)
[119E]    00000000   (0)
[119F]    00000000   (0)
[11A0]    00000000   (0)
[11A1]    00000000   (0)
[11A2]    00000000   (0)
[11A3]    00000000   (0)
[11A4]    00000000   (0)
[11A5]    00000000   (0)
[11A6]    00000000   (0)
[11A7]    00000000   (0)
[11A8]    00000000   (0)
[11A9]    00000000   (0)
[11AA]    00000000   (0)
[11AB]    00000000   (0)
[11AC]    00000000   (0)
[11AD]    00000000   (0)
[11AE]    00000000   (0)
[11AF]    00000000   (0)
[11B0]    00000000   (0)
[11B1]    00000000   (0)
[11B2]    00000000   (0)
[11B3]    00000000   (0)
[11B4]    00000000   (0)
[11B5]    00000000   (0)
[11B6]    00000000   (0)
[11B7]    00000000   (0)
[11B8]    00000000   (0)
[11B9]    00000000   (0)
[11BA]    00000000   (0)
[11BB]    00000000   (0)
[11BC]    00000000   (0)
[11BD]    00000000   (0)
[11BE]    00000000   (0)
[11BF]    00000000   (0)
[11C0]    00000000   (0)
[11C1]    00000000   (0)
[11C2]    00000000   (0)
[11C3]    00000000   (0)
[11C4]    00000000   (0)
[11C5]    00000000   (0)
[11C6]    00000000   (0)
[11C7]    00000000   (0)
[11C8]    00000000   (0)
[11C9]    00000000   (0)
[11CA]    00000000   (0)
[11CB]    00000000   (0)
[11CC]    00000000   (0)
[11CD]    00000000   (0)
[11CE]    00000000   (0)
[11CF]    00000000   (0)
[11D0]    00000000   (0)
[11D1]    00000000   (0)
[11D2]    00000000   (0)
[11D3]    00000000   (0)
[11D4]    00000000   (0)
[11D5]    00000000   (0)
[11D6]    00000000   (0)
[11D7]    00000000   (0)
[11D8]    00000000   (0)
[11D9]    00000000   (0)
[11DA]    00000000   (0)
[11DB]    00000000   (0)
[11DC]    00000000   (0)
[11DD]    00000000   (0)
[11DE]    00000000   (0)
[11DF]    00000000   (0)
[11E0]    00000000   (0)
[11E1]    00000000   (0)
[11E2]    00000000   (0)
[11E3]    00000000   (0)
[11E4]    00000000   (0)
[11E5]    00000000   (0)
[11E6]    00000000   (0)
[11E7]    00000000   (0)
[11E8]    00000000   (0)
[11E9]    00000000   (0)
[11EA]    00000000   (0)
[11EB]    00000000   (0)
[11EC]    00000000   (0)
[11ED]    00000000   (0)
[11EE]    00000000   (0)
[11EF]    00000000   (0)
[11F0]    00000000   (0)
[11F1]    00000000   (0)
[11F2]    00000000   (0)
[11F3]    00000000   (0)
[11F4]    00000000   (0)
[11F5]    00000000   (0)
[11F6]    00000000   (0)
[11F7]    00000000   (0)
[11F8]    00000000   (0)
[11F9]    00000000   (0)
[11FA]    00000000   (0)
[11FB]    00000000   (0)
[11FC]    00000000   (0)
[11FD]    00000000   (0)
[11FE]    00000000   (0)
[11FF]    00000000   (0)
[1200]    00000000   (0)
[1201]    00000000   (0)
[1202]    00000000   (0)
[1203]    00000000   (0)
[1204]    00000000   (0)
[1205]    00000000   (0)
[1206]    00000000   (0)
[1207]    00000000   (0)
[1208]    00000000   (0)
[1209]    00000000   (0)
[120A]    00000000   (0)
[120B]    00000000   (0)
[120C]    00000000   (0)
[120D]    00000000   (0)
[120E]    00000000   (0)
[120F]    00000000   (0)
[1210]    00000000   (0)
[1211]    00000000   (0)
[1212]    00000000   (0)
[1213]    00000000   (0)
[1214]    00000000   (0)
[1215]    00000000   (0)
[1216]    00000000   (0)
[1217]    00000000   (0)
[1218]    00000000   (0)
[1219]    00000000   (0)
[121A]    00000000   (0)
[121B]    00000000   (0)
[121C]    00000000   (0)
[121D]    00000000   (0)
[121E]    00000000   (0)
[121F]    00000000   (0)
[1220]    00000000   (0)
[1221]    00000000   (0)
[1222]    00000000   (0)
[1223]    00000000   (0)
[1224]    00000000   (0)
[1225]    00000000   (0)
[1226]    00000000   (0)
[1227]    00000000   (0)
[1228]    00000000   (0)
[1229]    00000000   (0)
[122A]    00000000   (0)
[122B]    00000000   (0)
[122C]    00000000   (0)
[122D]    00000000   (0)
[122E]    00000000   (0)
[122F]    00000000   (0)
[1230]    00000000   (0)
[1231]    00000000   (0)
[1232]    00000000   (0)
[1233]    00000000   (0)
[1234]    00000000   (0)
[1235]    00000000   (0)
[1236]    00000000   (0)
[1237]    00000000   (0)
[1238]    00000000   (0)
[1239]    00000000   (0)
[123A]    00000000   (0)
[123B]    00000000   (0)
[123C]    00000000   (0)
[123D]    00000000   (0)
[123E]    00000000   (0)
[123F]    00000000   (0)
[1240]    00000000   (0)
[1241]    00000000   (0)
[1242]    00000000   (0)
[1243]    00000000   (0)
[1244]    00000000   (0)
[1245]    00000000   (0)
[1246]    00000000   (0)
[1247]    00000000   (0)
[1248]    00000000   (0)
[1249]    00000000   (0)
[124A]    00000000   (0)
[124B]    00000000   (0)
[124C]    00000000   (0)
[124D]    00000000   (0)
[124E]    00000000   (0)
[124F]    00000000   (0)
[1250]    00000000   (0)
[1251]    00000000   (0)
[1252]    00000000   (0)
[1253]    00000000   (0)
[1254]    00000000   (0)
[1255]    00000000   (0)
[1256]    00000000   (0)
[1257]    00000000   (0)
[1258]    00000000   (0)
[1259]    00000000   (0)
[125A]    00000000   (0)
[125B]    00000000   (0)
[125C]    00000000   (0)
[125D]    00000000   (0)
[125E]    00000000   (0)
[125F]    00000000   (0)
[1260]    00000000   (0)
[1261]    00000000   (0)
[1262]    00000000   (0)
[1263]    00000000   (0)
[1264]    00000000   (0)
[1265]    00000000   (0)
[1266]    00000000   (0)
[1267]    00000000   (0)
[1268]    00000000   (0)
[1269]    00000000   (0)
[126A]    00000000   (0)
[126B]    00000000   (0)
[126C]    00000000   (0)
[126D]    00000000   (0)
[126E]    00000000   (0)
[126F]    00000000   (0)
[1270]    00000000   (0)
[1271]    00000000   (0)
[1272]    00000000   (0)
[1273]    00000000   (0)
[1274]    00000000   (0)
[1275]    00000000   (0)
[1276]    00000000   (0)
[1277]    00000000   (0)
[1278]    00000000   (0)
[1279]    00000000   (0)
[127A]    00000000   (0)
[127B]    00000000   (0)
[127C]    00000000   (0)
[127D]    00000000   (0)
[127E]    00000000   (0)
[127F]    00000000   (0)
[1280]    00000000   (0)
[1281]    00000000   (0)
[1282]    00000000   (0)
[1283]    00000000   (0)
[1284]    00000000   (0)
[1285]    00000000   (0)
[1286]    00000000   (0)
[1287]    00000000   (0)
[1288]    00000000   (0)
[1289]    00000000   (0)
[128A]    00000000   (0)
[128B]    00000000   (0)
[128C]    00000000   (0)
[128D]    00000000   (0)
[128E]    00000000   (0)
[128F]    00000000   (0)
[1290]    00000000   (0)
[1291]    00000000   (0)
[1292]    00000000   (0)
[1293]    00000000   (0)
[1294]    00000000   (0)
[1295]    00000000   (0)
[1296]    00000000   (0)
[1297]    00000000   (0)
[1298]    00000000   (0)
[1299]    00000000   (0)
[129A]    00000000   (0)
[129B]    00000000   (0)
[129C]    00000000   (0)
[129D]    00000000   (0)
[129E]    00000000   (0)
[129F]    00000000   (0)
[12A0]    00000000   (0)
[12A1]    00000000   (0)
[12A2]    00000000   (0)
[12A3]    00000000   (0)
[12A4]    00000000   (0)
[12A5]    00000000   (0)
[12A6]    00000000   (0)
[12A7]    00000000   (0)
[12A8]    00000000   (0)
[12A9]    00000000   (0)
[12AA]    00000000   (0)
[12AB]    00000000   (0)
[12AC]    00000000   (0)
[12AD]    00000000   (0)
[12AE]    00000000   (0)
[12AF]    00000000   (0)
[12B0]    00000000   (0)
[12B1]    00000000   (0)
[12B2]    00000000   (0)
[12B3]    00000000   (0)
[12B4]    00000000   (0)
[12B5]    00000000   (0)
[12B6]    00000000   (0)
[12B7]    00000000   (0)
[12B8]    00000000   (0)
[12B9]    00000000   (0)
[12BA]    00000000   (0)
[12BB]    00000000   (0)
[12BC]    00000000   (0)
[12BD]    00000000   (0)
[12BE]    00000000   (0)
[12BF]    00000000   (0)
[12C0]    00000000   (0)
[12C1]    00000000   (0)
[12C2]    00000000   (0)
[12C3]    00000000   (0)
[12C4]    00000000   (0)
[12C5]    00000000   (0)
[12C6]    00000000   (0)
[12C7]    00000000   (0)
[12C8]    00000000   (0)
[12C9]    00000000   (0)
[12CA]    00000000   (0)
[12CB]    00000000   (0)
[12CC]    00000000   (0)
[12CD]    00000000   (0)
[12CE]    00000000   (0)
[12CF]    00000000   (0)
[12D0]    00000000   (0)
[12D1]    00000000   (0)
[12D2]    00000000   (0)
[12D3]    00000000   (0)
[12D4]    00000000   (0)
[12D5]    00000000   (0)
[12D6]    00000000   (0)
[12D7]    00000000   (0)
[12D8]    00000000   (0)
[12D9]    00000000   (0)
[12DA]    00000000   (0)
[12DB]    00000000   (0)
[12DC]    00000000   (0)
[12DD]    00000000   (0)
[12DE]    00000000   (0)
[12DF]    00000000   (0)
[12E0]    00000000   (0)
[12E1]    00000000   (0)
[12E2]    00000000   (0)
[12E3]    00000000   (0)
[12E4]    00000000   (0)
[12E5]    00000000   (0)
[12E6]    00000000   (0)
[12E7]    00000000   (0)
[12E8]    00000000   (0)
[12E9]    00000000   (0)
[12EA]    00000000   (0)
[12EB]    00000000   (0)
[12EC]    00000000   (0)
[12ED]    00000000   (0)
[12EE]    00000000   (0)
[12EF]    00000000   (0)
[12F0]    00000000   (0)
[12F1]    00000000   (0)
[12F2]    00000000   (0)
[12F3]    00000000   (0)
[12F4]    00000000   (0)
[12F5]    00000000   (0)
[12F6]    00000000   (0)
[12F7]    00000000   (0)
[12F8]    00000000   (0)
[12F9]    00000000   (0)
[12FA]    00000000   (0)
[12FB]    00000000   (0)
[12FC]    00000000   (0)
[12FD]    00000000   (0)
[12FE]    00000000   (0)
[12FF]    00000000   (0)
[1300]    00000000   (0)
[1301]    00000000   (0)
[1302]    00000000   (0)
[1303]    00000000   (0)
[1304]    00000000   (0)
[1305]    00000000   (0)
[1306]    00000000   (0)
[1307]    00000000   (0)
[1308]    00000000   (0)
[1309]    00000000   (0)
[130A]    00000000   (0)
[130B]    00000000   (0)
[130C]    00000000   (0)
[130D]    00000000   (0)
[130E]    00000000   (0)
[130F]    00000000   (0)
[1310]    00000000   (0)
[1311]    00000000   (0)
[1312]    00000000   (0)
[1313]    00000000   (0)
[1314]    00000000   (0)
[1315]    00000000   (0)
[1316]    00000000   (0)
[1317]    00000000   (0)
[1318]    00000000   (0)
[1319]    00000000   (0)
[131A]    00000000   (0)
[131B]    00000000   (0)
[131C]    00000000   (0)
[131D]    00000000   (0)
[131E]    00000000   (0)
[131F]    00000000   (0)
[1320]    00000000   (0)
[1321]    00000000   (0)
[1322]    00000000   (0)
[1323]    00000000   (0)
[1324]    00000000   (0)
[1325]    00000000   (0)
[1326]    00000000   (0)
[1327]    00000000   (0)
[1328]    00000000   (0)
[1329]    00000000   (0)
[132A]    00000000   (0)
[132B]    00000000   (0)
[132C]    00000000   (0)
[132D]    00000000   (0)
[132E]    00000000   (0)
[132F]    00000000   (0)
[1330]    00000000   (0)
[1331]    00000000   (0)
[1332]    00000000   (0)
[1333]    00000000   (0)
[1334]    00000000   (0)
[1335]    00000000   (0)
[1336]    00000000   (0)
[1337]    00000000   (0)
[1338]    00000000   (0)
[1339]    00000000   (0)
[133A]    00000000   (0)
[133B]    00000000   (0)
[133C]    00000000   (0)
[133D]    00000000   (0)
[133E]    00000000   (0)
[133F]    00000000   (0)
[1340]    00000000   (0)
[1341]    00000000   (0)
[1342]    00000000   (0)
[1343]    00000000   (0)
[1344]    00000000   (0)
[1345]    00000000   (0)
[1346]    00000000   (0)
[1347]    00000000   (0)
[1348]    00000000   (0)
[1349]    00000000   (0)
[134A]    00000000   (0)
[134B]    00000000   (0)
[134C]    00000000   (0)
[134D]    00000000   (0)
[134E]    00000000   (0)
[134F]    00000000   (0)
[1350]    00000000   (0)
[1351]    00000000   (0)
[1352]    00000000   (0)
[1353]    00000000   (0)
[1354]    00000000   (0)
[1355]    00000000   (0)
[1356]    00000000   (0)
[1357]    00000000   (0)
[1358]    00000000   (0)
[1359]    00000000   (0)
[135A]    00000000   (0)
[135B]    00000000   (0)
[135C]    00000000   (0)
[135D]    00000000   (0)
[135E]    00000000   (0)
[135F]    00000000   (0)
[1360]    00000000   (0)
[1361]    00000000   (0)
[1362]    00000000   (0)
[1363]    00000000   (0)
[1364]    00000000   (0)
[1365]    00000000   (0)
[1366]    00000000   (0)
[1367]    00000000   (0)
[1368]    00000000   (0)
[1369]    00000000   (0)
[136A]    00000000   (0)
[136B]    00000000   (0)
[136C]    00000000   (0)
[136D]    00000000   (0)
[136E]    00000000   (0)
[136F]    00000000   (0)
[1370]    00000000   (0)
[1371]    00000000   (0)
[1372]    00000000   (0)
[1373]    00000000   (0)
[1374]    00000000   (0)
[1375]    00000000   (0)
[1376]    00000000   (0)
[1377]    00000000   (0)
[1378]    00000000   (0)
[1379]    00000000   (0)
[137A]    00000000   (0)
[137B]    00000000   (0)
[137C]    00000000   (0)
[137D]    00000000   (0)
[137E]    00000000   (0)
[137F]    00000000   (0)
[1380]    00000000   (0)
[1381]    00000000   (0)
[1382]    00000000   (0)
[1383]    00000000   (0)
[1384]    00000000   (0)
[1385]    00000000   (0)
[1386]    00000000   (0)
[1387]    00000000   (0)
[1388]    00000000   (0)
[1389]    00000000   (0)
[138A]    00000000   (0)
[138B]    00000000   (0)
[138C]    00000000   (0)
[138D]    00000000   (0)
[138E]    00000000   (0)
[138F]    00000000   (0)
[1390]    00000000   (0)
[1391]    00000000   (0)
[1392]    00000000   (0)
[1393]    00000000   (0)
[1394]    00000000   (0)
[1395]    00000000   (0)
[1396]    00000000   (0)
[1397]    00000000   (0)
[1398]    00000000   (0)
[1399]    00000000   (0)
[139A]    00000000   (0)
[139B]    00000000   (0)
[139C]    00000000   (0)
[139D]    00000000   (0)
[139E]    00000000   (0)
[139F]    00000000   (0)
[13A0]    00000000   (0)
[13A1]    00000000   (0)
[13A2]    00000000   (0)
[13A3]    00000000   (0)
[13A4]    00000000   (0)
[13A5]    00000000   (0)
[13A6]    00000000   (0)
[13A7]    00000000   (0)
[13A8]    00000000   (0)
[13A9]    00000000   (0)
[13AA]    00000000   (0)
[13AB]    00000000   (0)
[13AC]    00000000   (0)
[13AD]    00000000   (0)
[13AE]    00000000   (0)
[13AF]    00000000   (0)
[13B0]    00000000   (0)
[13B1]    00000000   (0)
[13B2]    00000000   (0)
[13B3]    00000000   (0)
[13B4]    00000000   (0)
[13B5]    00000000   (0)
[13B6]    00000000   (0)
[13B7]    00000000   (0)
[13B8]    00000000   (0)
[13B9]    00000000   (0)
[13BA]    00000000   (0)
[13BB]    00000000   (0)
[13BC]    00000000   (0)
[13BD]    00000000   (0)
[13BE]    00000000   (0)
[13BF]    00000000   (0)
[13C0]    00000000   (0)
[13C1]    00000000   (0)
[13C2]    00000000   (0)
[13C3]    00000000   (0)
[13C4]    00000000   (0)
[13C5]    00000000   (0)
[13C6]    00000000   (0)
[13C7]    00000000   (0)
[13C8]    00000000   (0)
[13C9]    00000000   (0)
[13CA]    00000000   (0)
[13CB]    00000000   (0)
[13CC]    00000000   (0)
[13CD]    00000000   (0)
[13CE]    00000000   (0)
[13CF]    00000000   (0)
[13D0]    00000000   (0)
[13D1]    00000000   (0)
[13D2]    00000000   (0)
[13D3]    00000000   (0)
[13D4]    00000000   (0)
[13D5]    00000000   (0)
[13D6]    00000000   (0)
[13D7]    00000000   (0)
[13D8]    00000000   (0)
[13D9]    00000000   (0)
[13DA]    00000000   (0)
[13DB]    00000000   (0)
[13DC]    00000000   (0)
[13DD]    00000000   (0)
[13DE]    00000000   (0)
[13DF]    00000000   (0)
[13E0]    00000000   (0)
[13E1]    00000000   (0)
[13E2]    00000000   (0)
[13E3]    00000000   (0)
[13E4]    00000000   (0)
[13E5]    00000000   (0)
[13E6]    00000000   (0)
[13E7]    00000000   (0)
[13E8]    00000000   (0)
[13E9]    00000000   (0)
[13EA]    00000000   (0)
[13EB]    00000000   (0)
[13EC]    00000000   (0)
[13ED]    00000000   (0)
[13EE]    00000000   (0)
[13EF]    00000000   (0)
[13F0]    00000000   (0)
[13F1]    00000000   (0)
[13F2]    00000000   (0)
[13F3]    00000000   (0)
[13F4]    00000000   (0)
[13F5]    00000000   (0)
[13F6]    00000000   (0)
[13F7]    00000000   (0)
[13F8]    00000000   (0)
[13F9]    00000000   (0)
[13FA]    00000000   (0)
[13FB]    00000000   (0)
[13FC]    00000000   (0)
[13FD]    00000000   (0)
[13FE]    00000000   (0)
[13FF]    00000000   (0)
[1400]    00000000   (0)
[1401]    00000000   (0)
[1402]    00000000   (0)
[1403]    00000000   (0)
[1404]    00000000   (0)
[1405]    00000000   (0)
[1406]    00000000   (0)
[1407]    00000000   (0)
[1408]    00000000   (0)
[1409]    00000000   (0)
[140A]    00000000   (0)
[140B]    00000000   (0)
[140C]    00000000   (0)
[140D]    00000000   (0)
[140E]    00000000   (0)
[140F]    00000000   (0)
[1410]    00000000   (0)
[1411]    00000000   (0)
[1412]    00000000   (0)
[1413]    00000000   (0)
[1414]    00000000   (0)
[1415]    00000000   (0)
[1416]    00000000   (0)
[1417]    00000000   (0)
[1418]    00000000   (0)
[1419]    00000000   (0)
[141A]    00000000   (0)
[141B]    00000000   (0)
[141C]    00000000   (0)
[141D]    00000000   (0)
[141E]    00000000   (0)
[141F]    00000000   (0)
[1420]    00000000   (0)
[1421]    00000000   (0)
[1422]    00000000   (0)
[1423]    00000000   (0)
[1424]    00000000   (0)
[1425]    00000000   (0)
[1426]    00000000   (0)
[1427]    00000000   (0)
[1428]    00000000   (0)
[1429]    00000000   (0)
[142A]    00000000   (0)
[142B]    00000000   (0)
[142C]    00000000   (0)
[142D]    00000000   (0)
[142E]    00000000   (0)
[142F]    00000000   (0)
[1430]    00000000   (0)
[1431]    00000000   (0)
[1432]    00000000   (0)
[1433]    00000000   (0)
[1434]    00000000   (0)
[1435]    00000000   (0)
[1436]    00000000   (0)
[1437]    00000000   (0)
[1438]    00000000   (0)
[1439]    00000000   (0)
[143A]    00000000   (0)
[143B]    00000000   (0)
[143C]    00000000   (0)
[143D]    00000000   (0)
[143E]    00000000   (0)
[143F]    00000000   (0)
[1440]    00000000   (0)
[1441]    00000000   (0)
[1442]    00000000   (0)
[1443]    00000000   (0)
[1444]    00000000   (0)
[1445]    00000000   (0)
[1446]    00000000   (0)
[1447]    00000000   (0)
[1448]    00000000   (0)
[1449]    00000000   (0)
[144A]    00000000   (0)
[144B]    00000000   (0)
[144C]    00000000   (0)
[144D]    00000000   (0)
[144E]    00000000   (0)
[144F]    00000000   (0)
[1450]    00000000   (0)
[1451]    00000000   (0)
[1452]    00000000   (0)
[1453]    00000000   (0)
[1454]    00000000   (0)
[1455]    00000000   (0)
[1456]    00000000   (0)
[1457]    00000000   (0)
[1458]    00000000   (0)
[1459]    00000000   (0)
[145A]    00000000   (0)
[145B]    00000000   (0)
[145C]    00000000   (0)
[145D]    00000000   (0)
[145E]    00000000   (0)
[145F]    00000000   (0)
[1460]    00000000   (0)
[1461]    00000000   (0)
[1462]    00000000   (0)
[1463]    00000000   (0)
[1464]    00000000   (0)
[1465]    00000000   (0)
[1466]    00000000   (0)
[1467]    00000000   (0)
[1468]    00000000   (0)
[1469]    00000000   (0)
[146A]    00000000   (0)
[146B]    00000000   (0)
[146C]    00000000   (0)
[146D]    00000000   (0)
[146E]    00000000   (0)
[146F]    00000000   (0)
[1470]    00000000   (0)
[1471]    00000000   (0)
[1472]    00000000   (0)
[1473]    00000000   (0)
[1474]    00000000   (0)
[1475]    00000000   (0)
[1476]    00000000   (0)
[1477]    00000000   (0)
[1478]    00000000   (0)
[1479]    00000000   (0)
[147A]    00000000   (0)
[147B]    00000000   (0)
[147C]    00000000   (0)
[147D]    00000000   (0)
[147E]    00000000   (0)
[147F]    00000000   (0)
[1480]    00000000   (0)
[1481]    00000000   (0)
[1482]    00000000   (0)
[1483]    00000000   (0)
[1484]    00000000   (0)
[1485]    00000000   (0)
[1486]    00000000   (0)
[1487]    00000000   (0)
[1488]    00000000   (0)
[1489]    00000000   (0)
[148A]    00000000   (0)
[148B]    00000000   (0)
[148C]    00000000   (0)
[148D]    00000000   (0)
[148E]    00000000   (0)
[148F]    00000000   (0)
[1490]    00000000   (0)
[1491]    00000000   (0)
[1492]    00000000   (0)
[1493]    00000000   (0)
[1494]    00000000   (0)
[1495]    00000000   (0)
[1496]    00000000   (0)
[1497]    00000000   (0)
[1498]    00000000   (0)
[1499]    00000000   (0)
[149A]    00000000   (0)
[149B]    00000000   (0)
[149C]    00000000   (0)
[149D]    00000000   (0)
[149E]    00000000   (0)
[149F]    00000000   (0)
[14A0]    00000000   (0)
[14A1]    00000000   (0)
[14A2]    00000000   (0)
[14A3]    00000000   (0)
[14A4]    00000000   (0)
[14A5]    00000000   (0)
[14A6]    00000000   (0)
[14A7]    00000000   (0)
[14A8]    00000000   (0)
[14A9]    00000000   (0)
[14AA]    00000000   (0)
[14AB]    00000000   (0)
[14AC]    00000000   (0)
[14AD]    00000000   (0)
[14AE]    00000000   (0)
[14AF]    00000000   (0)
[14B0]    00000000   (0)
